Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
8535,Open,Center,Focus,Center,Straight Front Ahead,Straight
8536,Open,Left,Focus,Center,Straight Front Ahead,Straight
8537,Open,Left,Focus,Center,Straight Front Ahead,Straight
8538,Open,Left,Focus,Center,Straight Front Ahead,Straight
8539,Open,Center,Focus,Center,Straight Front Ahead,Straight
8540,Open,Center,Focus,Center,Straight Front Ahead,Straight
8541,Open,Center,Focus,Center,Straight Front Ahead,Straight
8542,Open,Center,Focus,Center,Straight Front Ahead,Straight
8543,Open,Center,Focus,Center,Straight Front Ahead,Straight
8544,Open,Center,Focus,Center,Straight Front Ahead,Straight
8545,Open,Center,Focus,Center,Straight Front Ahead,Straight
8546,Open,Center,Focus,Center,Straight Front Ahead,Straight
8547,Open,Center,Focus,Center,Straight Front Ahead,Straight
8548,Open,Center,Focus,Center,Straight Front Ahead,Straight
8549,Open,Center,Focus,Center,Straight Front Ahead,Straight
8550,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8551,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8552,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8553,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8554,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8555,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8556,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8557,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8558,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8559,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8560,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8561,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8562,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8563,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8564,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8565,Open,Left,Focus,Center,Straight Front Ahead,Straight
8566,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8567,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8568,Open,Center,Focus,Center,Straight Front Ahead,Straight
8569,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8570,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8571,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8572,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8573,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8574,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8575,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8576,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8577,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8578,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8579,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8580,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8581,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8582,Open,Center,Focus,Center,Straight Front Ahead,Straight
8583,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8584,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8585,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8586,Open,Left,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8587,Open,Left,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8588,Open,Center,Focus,Center,Straight Front Ahead,Straight
8589,Open,Center,Focus,Center,Straight Front Ahead,Straight
8590,Open,Center,Focus,Center,Straight Front Ahead,Straight
8591,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8592,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8593,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8594,Open,Center,Focus,Center,Straight Front Ahead,Straight
8595,Open,Center,Focus,Center,Straight Front Ahead,Straight
8596,Open,Center,Focus,Center,Straight Front Ahead,Straight
8597,Open,Center,Focus,Center,Straight Front Ahead,Straight
8598,Open,Center,Focus,Center,Straight Front Ahead,Straight
8599,Open,Center,Focus,Center,Straight Front Ahead,Straight
8600,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8601,Open,Center,Focus,Center,Straight Front Ahead,Straight
8602,Open,Center,Focus,Center,Straight Front Ahead,Straight
8603,Open,Center,Focus,Center,Straight Front Ahead,Straight
8604,Open,Center,Focus,Center,Straight Front Ahead,Straight
8605,Open,Center,Focus,Center,Straight Front Ahead,Straight
8606,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8607,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8608,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8609,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8610,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8611,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8612,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8613,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8614,Closed,Center,Distracted,Center,Straight Front Ahead,Head Top Left & Neck Right
8615,Closed,Center,Distracted,Center,Straight Front Ahead,Head Top Left & Neck Right
8616,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8617,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8618,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8619,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8620,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8621,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8622,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8623,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8624,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8625,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8626,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8627,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8628,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8629,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8630,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8631,Open,Center,Focus,Center,Straight Front Ahead,Straight
8632,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8633,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8634,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8635,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8636,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8637,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8638,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8639,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8640,Open,Center,Focus,Center,Straight Front Ahead,Straight
8641,Open,Center,Focus,Center,Straight Front Ahead,Straight
8642,Open,Center,Focus,Center,Straight Front Ahead,Straight
8643,Open,Center,Focus,Center,Straight Front Ahead,Straight
8644,Open,Center,Focus,Center,Straight Front Ahead,Straight
8645,Open,Center,Focus,Center,Straight Front Ahead,Straight
8646,Open,Center,Focus,Center,Straight Front Ahead,Straight
8647,Open,Center,Focus,Center,Straight Front Ahead,Straight
8648,Open,Center,Focus,Center,Straight Front Ahead,Straight
8649,Open,Center,Focus,Center,Straight Front Ahead,Straight
8650,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8651,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8652,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8653,Open,Center,Focus,Center,Straight Front Ahead,Straight
8654,Open,Center,Focus,Center,Straight Front Ahead,Straight
8655,Open,Center,Focus,Center,Straight Front Ahead,Straight
8656,Open,Center,Focus,Center,Straight Front Ahead,Straight
8657,Open,Center,Focus,Center,Straight Front Ahead,Straight
8658,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8659,Open,Center,Focus,Center,Straight Front Ahead,Straight
8660,Open,Center,Focus,Center,Straight Front Ahead,Straight
8661,Open,Center,Focus,Center,Straight Front Ahead,Straight
8662,Open,Left,Focus,Center,Straight Front Ahead,Straight
8663,Open,Left,Focus,Center,Straight Front Ahead,Straight
8664,Open,Left,Focus,Center,Straight Front Ahead,Straight
8665,Open,Center,Focus,Center,Straight Front Ahead,Straight
8666,Open,Center,Focus,Center,Straight Front Ahead,Straight
8667,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8668,Open,Center,Focus,Center,Straight Front Ahead,Straight
8669,Open,Left,Focus,Center,Straight Front Ahead,Straight
8670,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8671,Open,Center,Focus,Center,Straight Front Ahead,Straight
8672,Open,Center,Focus,Center,Straight Front Ahead,Straight
8673,Open,Center,Focus,Center,Straight Front Ahead,Straight
8674,Open,Center,Focus,Center,Straight Front Ahead,Straight
8675,Open,Center,Focus,Center,Straight Front Ahead,Straight
8676,Open,Center,Focus,Center,Straight Front Ahead,Straight
8677,Open,Center,Focus,Center,Straight Front Ahead,Straight
8678,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8679,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8680,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8681,Open,Center,Focus,Center,Straight Front Ahead,Straight
8682,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8683,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8684,Open,Center,Focus,Center,Straight Front Ahead,Straight
8685,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8686,Open,Center,Focus,Center,Straight Front Ahead,Straight
8687,Open,Center,Focus,Center,Straight Front Ahead,Straight
8688,Open,Center,Focus,Center,Straight Front Ahead,Straight
8689,Open,Left,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8690,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8691,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8692,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8693,Open,Center,Focus,Center,Straight Front Ahead,Straight
8694,Open,Left,Focus,Center,Straight Front Ahead,Straight
8695,Open,Left,Focus,Center,Straight Front Ahead,Straight
8696,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8697,Open,Center,Focus,Center,Straight Front Ahead,Straight
8698,Open,Center,Focus,Center,Straight Front Ahead,Straight
8699,Open,Center,Focus,Center,Straight Front Ahead,Straight
8700,Open,Center,Focus,Center,Straight Front Ahead,Straight
8701,Open,Center,Focus,Center,Straight Front Ahead,Straight
8702,Open,Center,Focus,Center,Straight Front Ahead,Straight
8703,Open,Center,Focus,Center,Straight Front Ahead,Straight
8704,Open,Center,Focus,Center,Straight Front Ahead,Straight
8705,Open,Center,Focus,Center,Straight Front Ahead,Straight
8706,Open,Center,Focus,Center,Straight Front Ahead,Straight
8707,Open,Center,Focus,Center,Straight Front Ahead,Straight
8708,Open,Center,Focus,Center,Straight Front Ahead,Straight
8709,Open,Center,Focus,Center,Straight Front Ahead,Straight
8710,Open,Center,Focus,Center,Straight Front Ahead,Straight
8711,Open,Center,Focus,Center,Straight Front Ahead,Straight
8712,Open,Center,Focus,Center,Straight Front Ahead,Straight
8713,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8714,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8715,Open,Center,Focus,Center,Straight Front Ahead,Straight
8716,Open,Center,Focus,Center,Straight Front Ahead,Straight
8717,Open,Center,Focus,Center,Straight Front Ahead,Straight
8718,Open,Center,Focus,Center,Straight Front Ahead,Straight
8719,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8720,Open,Center,Focus,Center,Straight Front Ahead,Straight
8721,Open,Center,Focus,Center,Straight Front Ahead,Straight
8722,Open,Center,Focus,Center,Straight Front Ahead,Straight
8723,Open,Center,Focus,Center,Straight Front Ahead,Straight
8724,Open,Center,Focus,Center,Straight Front Ahead,Straight
8725,Open,Center,Focus,Center,Straight Front Ahead,Straight
8726,Open,Center,Focus,Center,Straight Front Ahead,Straight
8727,Open,Center,Focus,Center,Straight Front Ahead,Straight
8728,Open,Center,Focus,Center,Straight Front Ahead,Straight
8729,Open,Center,Focus,Center,Straight Front Ahead,Straight
8730,Open,Center,Focus,Center,Straight Front Ahead,Straight
8731,Open,Center,Focus,Center,Straight Front Ahead,Straight
8732,Open,Center,Focus,Center,Straight Front Ahead,Straight
8733,Open,Center,Focus,Center,Straight Front Ahead,Straight
8734,Open,Center,Focus,Center,Straight Front Ahead,Straight
8735,Open,Center,Focus,Center,Straight Front Ahead,Straight
8736,Open,Center,Focus,Center,Straight Front Ahead,Straight
8737,Open,Center,Focus,Center,Straight Front Ahead,Straight
8738,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8739,Open,Center,Focus,Center,Straight Front Ahead,Straight
8740,Open,Center,Focus,Center,Straight Front Ahead,Straight
8741,Open,Center,Focus,Center,Straight Front Ahead,Straight
8742,Open,Center,Focus,Center,Straight Front Ahead,Straight
8743,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8744,Open,Center,Focus,Center,Straight Front Ahead,Straight
8745,Open,Center,Focus,Center,Straight Front Ahead,Straight
8746,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8747,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8748,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8749,Open,Center,Focus,Center,Straight Front Ahead,Straight
8750,Open,Center,Focus,Center,Straight Front Ahead,Straight
8751,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
8752,Open,Center,Focus,Center,Straight Front Ahead,Straight
8753,Open,Center,Focus,Center,Straight Front Ahead,Straight
8754,Open,Center,Focus,Center,Straight Front Ahead,Straight
8755,Open,Center,Focus,Center,Straight Front Ahead,Straight
8756,Open,Center,Focus,Center,Straight Front Ahead,Straight
8757,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
8758,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
8759,Open,Center,Focus,Center,Straight Front Ahead,Straight
8760,Closed,Center,Distracted,45Degree Left,Straight Front Ahead,Straight
8761,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
8762,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
8763,Open,Right,Distracted,Over Left Shoulder,Straight Front Ahead,Head Top Left & Neck Right
8764,Open,Center,Distracted,Over Left Shoulder,Straight Front Ahead,Head Top Left & Neck Right
8765,Closed,Center,Distracted,45Degree Left,Straight Front Ahead,Straight
8766,Open,Center,Distracted,Over Left Shoulder,Straight Front Ahead,Head Top Left & Neck Right
8767,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8768,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8769,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8770,Open,Center,Distracted,Over Left Shoulder,Straight Front Ahead,Straight
8771,Open,Center,Distracted,Over Left Shoulder,Straight Front Ahead,Straight
8772,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8773,Open,Center,Distracted,Over Left Shoulder,Extreme Front Tilt,Head Top Left & Neck Right
8774,Open,Center,Distracted,Over Left Shoulder,Extreme Front Tilt,Head Top Left & Neck Right
8775,Open,Center,Distracted,Over Left Shoulder,Extreme Front Tilt,Head Top Left & Neck Right
8776,Open,Center,Distracted,Over Left Shoulder,Extreme Front Tilt,Head Top Left & Neck Right
8777,Open,Center,Distracted,Over Left Shoulder,Extreme Front Tilt,Head Top Left & Neck Right
8778,Open,Center,Distracted,Over Left Shoulder,Extreme Front Tilt,Head Top Left & Neck Right
8779,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8780,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8781,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8782,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8783,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8784,Open,Center,Distracted,Over Left Shoulder,Straight Front Ahead,Straight
8785,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8786,Open,Center,Distracted,Over Left Shoulder,Straight Front Ahead,Straight
8787,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8788,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8789,Open,Center,Distracted,Over Left Shoulder,Straight Front Ahead,Straight
8790,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8791,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8792,Open,Center,Distracted,Over Left Shoulder,Straight Front Ahead,Straight
8793,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8794,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8795,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8796,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8797,Open,Center,Distracted,Over Left Shoulder,Front Tilt,Head Top Left & Neck Right
8798,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
8799,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8800,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8801,Open,Center,Focus,Center,Straight Front Ahead,Straight
8802,Open,Center,Focus,Center,Straight Front Ahead,Straight
8803,Open,Center,Focus,Center,Straight Front Ahead,Straight
8804,Open,Center,Focus,Center,Straight Front Ahead,Straight
8805,Open,Center,Focus,Center,Straight Front Ahead,Straight
8806,Open,Center,Focus,Center,Straight Front Ahead,Straight
8807,Open,Center,Focus,Center,Straight Front Ahead,Straight
8808,Open,Center,Focus,Center,Straight Front Ahead,Straight
8809,Open,Center,Focus,Center,Straight Front Ahead,Straight
8810,Open,Center,Focus,Center,Straight Front Ahead,Straight
8811,Open,Center,Focus,Center,Straight Front Ahead,Straight
8812,Open,Center,Focus,Center,Straight Front Ahead,Straight
8813,Open,Center,Focus,Center,Straight Front Ahead,Straight
8814,Open,Center,Focus,Center,Straight Front Ahead,Straight
8815,Open,Center,Focus,Center,Straight Front Ahead,Straight
8816,Open,Center,Focus,Center,Straight Front Ahead,Straight
8817,Open,Center,Focus,Center,Straight Front Ahead,Straight
8818,Open,Center,Focus,Center,Straight Front Ahead,Straight
8819,Open,Center,Focus,Center,Straight Front Ahead,Straight
8820,Open,Center,Focus,Center,Straight Front Ahead,Straight
8821,Open,Center,Focus,Center,Straight Front Ahead,Straight
8822,Open,Center,Focus,Center,Straight Front Ahead,Straight
8823,Open,Center,Focus,Center,Straight Front Ahead,Straight
8824,Open,Center,Focus,Center,Straight Front Ahead,Straight
8825,Open,Center,Focus,Center,Straight Front Ahead,Straight
8826,Open,Center,Focus,Center,Straight Front Ahead,Straight
8827,Open,Center,Focus,Center,Straight Front Ahead,Straight
8828,Open,Center,Focus,Center,Straight Front Ahead,Straight
8829,Open,Center,Focus,Center,Straight Front Ahead,Straight
8830,Open,Center,Focus,Center,Straight Front Ahead,Straight
8831,Open,Center,Focus,Center,Straight Front Ahead,Straight
8832,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8833,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8834,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Head Top Right & Neck Left
8835,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
8836,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Head Top Right & Neck Left
8837,Open,Center,Focus,45Degree Right,Straight Front Ahead,Head Top Right & Neck Left
8838,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
8839,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
8840,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
8841,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
8842,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
8843,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
8844,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
8845,Open,Center,Focus,45Degree Right,Straight Front Ahead,Straight
8846,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
8847,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8848,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8849,Open,Center,Focus,Center,Straight Front Ahead,Head Top Right & Neck Left
8850,Open,Center,Focus,Center,Straight Front Ahead,Straight
8851,Open,Center,Focus,Center,Straight Front Ahead,Straight
8852,Open,Center,Focus,Center,Straight Front Ahead,Straight
8853,Open,Center,Focus,Center,Straight Front Ahead,Straight
8854,Open,Center,Focus,Center,Straight Front Ahead,Straight
8855,Open,Center,Focus,Center,Straight Front Ahead,Straight
8856,Open,Center,Focus,Center,Straight Front Ahead,Straight
8857,Open,Center,Focus,Center,Straight Front Ahead,Straight
8858,Open,Center,Focus,Center,Straight Front Ahead,Straight
8859,Open,Center,Focus,Center,Straight Front Ahead,Straight
8860,Open,Center,Focus,Center,Straight Front Ahead,Straight
8861,Open,Center,Focus,Center,Straight Front Ahead,Straight
8862,Open,Center,Focus,Center,Straight Front Ahead,Straight
8863,Open,Center,Focus,Center,Straight Front Ahead,Straight
8864,Open,Center,Focus,Center,Straight Front Ahead,Straight
8865,Open,Center,Focus,Center,Straight Front Ahead,Straight
8866,Open,Center,Focus,Center,Straight Front Ahead,Straight
8867,Open,Center,Focus,Center,Straight Front Ahead,Straight
8868,Open,Center,Focus,Center,Straight Front Ahead,Straight
8869,Open,Center,Focus,Center,Straight Front Ahead,Straight
8870,Open,Center,Focus,Center,Straight Front Ahead,Straight
8871,Open,Center,Focus,Center,Straight Front Ahead,Straight
8872,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8873,Open,Center,Focus,Center,Straight Front Ahead,Straight
8874,Open,Center,Focus,Center,Straight Front Ahead,Straight
8875,Open,Center,Focus,Center,Straight Front Ahead,Straight
8876,Open,Center,Focus,Center,Straight Front Ahead,Straight
8877,Open,Center,Focus,Center,Straight Front Ahead,Straight
8878,Open,Center,Focus,Center,Straight Front Ahead,Straight
8879,Open,Center,Focus,Center,Straight Front Ahead,Straight
8880,Open,Center,Focus,Center,Straight Front Ahead,Straight
8881,Open,Center,Focus,Center,Straight Front Ahead,Straight
8882,Open,Center,Focus,Center,Straight Front Ahead,Straight
8883,Open,Center,Focus,Center,Straight Front Ahead,Straight
8884,Open,Center,Focus,Center,Straight Front Ahead,Straight
8885,Open,Center,Focus,Center,Straight Front Ahead,Straight
8886,Open,Center,Focus,Center,Straight Front Ahead,Straight
8887,Open,Center,Focus,Center,Straight Front Ahead,Straight
8888,Open,Center,Focus,Center,Straight Front Ahead,Straight
8889,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8890,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8891,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8892,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8893,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8894,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8895,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8896,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8897,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8898,Closed,Center,Distracted,Center,Straight Front Ahead,Head Top Left & Neck Right
8899,Closed,Center,Distracted,Center,Straight Front Ahead,Head Top Left & Neck Right
8900,Closed,Center,Distracted,Center,Straight Front Ahead,Head Top Left & Neck Right
8901,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8902,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8903,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8904,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8905,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8906,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8907,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8908,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8909,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8910,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8911,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8912,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8913,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8914,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8915,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8916,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8917,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8918,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8919,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8920,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8921,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8922,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8923,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8924,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8925,Closed,Center,Distracted,Center,Straight Front Ahead,Head Top Left & Neck Right
8926,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8927,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8928,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8929,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8930,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8931,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8932,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8933,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8934,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
8935,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
