Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
14004,Open,Center,Focus,Center,Straight Front Ahead,Straight
14005,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
14006,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
14007,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14008,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14009,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14010,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14011,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14012,Open,Center,Focus,Center,Extreme Back Tilt,Head Top Left & Neck Right
14013,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14014,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14015,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14016,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14017,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14018,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14019,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14020,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14021,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14022,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14023,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14024,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14025,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14026,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14027,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14028,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14029,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14030,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14031,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14032,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14033,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14034,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14035,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14036,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14037,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14038,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14039,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14040,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14041,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14042,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14043,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14044,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14045,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14046,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14047,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14048,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14049,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14050,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14051,Open,Center,Focus,45Degree Left,Back Tilt,Head Top Left & Neck Right
14052,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
14053,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
14054,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
14055,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
14056,Open,Center,Focus,45Degree Left,Straight Front Ahead,Head Top Left & Neck Right
14057,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14058,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14059,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14060,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14061,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14062,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14063,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14064,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14065,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14066,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14067,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14068,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14069,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14070,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14071,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14072,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14073,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14074,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14075,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14076,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14077,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14078,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14079,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14080,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14081,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14082,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14083,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
14084,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
14085,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
14086,Open,Center,Focus,Center,Straight Front Ahead,Head Top Left & Neck Right
14087,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14088,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14089,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14090,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14091,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14092,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14093,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14094,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14095,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14096,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14097,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14098,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14099,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14100,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14101,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14102,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14103,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14104,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14105,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14106,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14107,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14108,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14109,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14110,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14111,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14112,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14113,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14114,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14115,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14116,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14117,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14118,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14119,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14120,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14121,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14122,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14123,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14124,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14125,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14126,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14127,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14128,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14129,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14130,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14131,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14132,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14133,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14134,Open,Center,Focus,Center,Back Tilt,Head Top Left & Neck Right
14135,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14136,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14137,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14138,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14139,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14140,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14141,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14142,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14143,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14144,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14145,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14146,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14147,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14148,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14149,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14150,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14151,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14152,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14153,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14154,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14155,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14156,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14157,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14158,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14159,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14160,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14161,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14162,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14163,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14164,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14165,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14166,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14167,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14168,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14169,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14170,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14171,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14172,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14173,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14174,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14175,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14176,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14177,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14178,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14179,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14180,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14181,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14182,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14183,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14184,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14185,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14186,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14187,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14188,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14189,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14190,Closed,Center,Distracted,Center,Extreme Back Tilt,Head Top Left & Neck Right
14191,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14192,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14193,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14194,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14195,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14196,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14197,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14198,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14199,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14200,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14201,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14202,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14203,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14204,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14205,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14206,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14207,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14208,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14209,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14210,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14211,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14212,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14213,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14214,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14215,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14216,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14217,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14218,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14219,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14220,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14221,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14222,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14223,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14224,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
14225,Closed,Center,Distracted,Center,Back Tilt,Head Top Left & Neck Right
